,Movie,Date,Rating,Year,Director,Writer,Cast
421,The Whole Nine Yards,06/01/2024,7,2000,Jonathan Lynn,Mitchell Kapner,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams"
422,Extraction 2,13/01/2024,7,2023,Sam Hargrave,"Ande Parks, Joe Russo, Anthony Russo","Chris Hemsworth, Golshifteh Farahani, Tornike Gogrichiani, Adam Bessa, Daniel Bernhardt, Tinatin Dalakishvili, Rudhraksh Jaiswal, Sinead Phelps, Tornike Bziava"
423,Get Out,17/01/2024,8,2017,Jordan Peele,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Caleb Landry Jones, Marcus Henderson, Betty Gabriel, LaKeith Stanfield, Stephen Root, Lil Rel Howery, Ashley LeConte Campbell, John Wilmot, Caren L. Larkey, Julie Ann Doan, Rutherford Cravens, Geraldine Singer"
424,Maestro,02/02/2024,5,2023,Bradley Cooper,"Josh Singer, Bradley Cooper","Bradley Cooper, Carey Mulligan, Matt Bomer, Maya Hawke, Sarah Silverman, Josh Hamilton, Scott Ellis, Sam Nivola, Alexa Swinton, Miriam Shor"
425,Broker,04/02/2024,8,2022,Hirokazu Koreeda,"Hirokazu Koreeda, Hirokazu Koreeda","Song Kang-ho, Gang Dong-won, Bae Doo-na, Lee Ji-eun, Lee Joo-Young, Kang Gil-woo"
426,I Don’t Feel At Home In This World Anymore,04/02/2024,6,2017,Macon Blair,Macon Blair,"Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Derek Mears, Gary Anthony Williams, Jana Lee Hamblin, Jason Manuel Olazabal"
427,Oppenheimer,11/02/2024,8,2023,Christopher Nolan,Christopher Nolan,"Cillian Murphy, Emily Blunt, Robert Downey Jr., Matt Damon, Rami Malek, Florence Pugh, Benny Safdie, Michael Angarano, Josh Hartnett, Kenneth Branagh, Casey Affleck, Dane DeHaan, Dylan Arnold, David Krumholtz, Alden Ehrenreich, Matthew Modine, Josh Peck, Gary Oldman, Jason Clarke, Jack Quaid"
428,Boiling Point,17/02/2024,7,2021,Philip Barantini,"Philip Barantini, James Cummings","Stephen Graham, Vinette Robinson, Alice Feetham, Hannah Walters, Malachi Kirby, Izuka Hoyle, Taz Skylar, Lauryn Ajufo, Daniel Larkai, Lourdes Faberes, Jason Flemyng, Ray Panthaki"
429,Past Lives,24/02/2024,8,2023,Celine Song,Celine Song,"Greta Lee, Teo Yoo, John Magaro, Seung-ah Moon, Seung-Min Yim, Ji-Hye Yoon, Choi Wonyoung, Min-Young Ahn, Yoo Teo"
430,Dune Part 2,02/03/2024,9,2024,Denis Villeneuve,"Denis Villeneuve, Jon Spaihts","Timothée Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Léa Seydoux, Stellan Skarsgård, Charlotte Rampling, Souheila Yacoub, Roger Yuan, Babs Olusanmokun"
431,Triangle Of Sadness,18/03/2024,7,2022,Ruben Östlund,Ruben Östlund,"Harris Dickinson, Charlbi Dean Kriek, Woody Harrelson, Dolly De Leon, Zlatko Buric, Iris Berben, Vicki Berlin, Henrik Dorsin, Jean-Christophe Folly, Amanda Walker, Oliver Ford Davies, Sunnyi Melles, Carolina Gynning, Hanna Oldenburg, Malte Gårdinger"
432,The Hunger Games The Ballad Of Songbirds And Snakes,23/03/2024,6,2023,Francis Lawrence,"Michael Arndt, Michael Lesslie","Tom Blyth, Rachel Zegler, Peter Dinklage, Jason Schwartzman, Hunter Schafer, Josh Andrés Rivera, Viola Davis, Fionnula Flanagan, Burn Gorman, Ashley Liao, Jerome Lance, Knox Gibson, Mackenzie Lansing, Aamer Husain, Ayomide Adegun, Kaitlyn Akinpelumi, Amélie Hoeferle, Max Raphael, Zoe Renee, Sofia Sanchez"
433,Anatomy Of A Fall,29/03/2024,9,2023,,,
434,Dream Scenario,31/03/2024,4,2023,,,
435,2001: A Space Odyssey,02/04/2024,6,1968,,,
436,Killers Of The Flower Moon,09/04/2024,6,2023,,,
437,The Lobster,11/04/2024,7,2015,,,
438,The Holdovers,13/04/2024,7,2024,,,
439,Mission Impossible Dead Reckoning Part I,26/04/2024,7,2023,,,
440,Road House,28/04/2024,7,2024,,,
441,Argylle,02/05/2024,7,2024,,,
442,Tar,04/05/2024,8,2022,,,
443,What We Do In The Shadows,10/05/2024,7,2014,,,
444,Asteroid City,14/05/2024,6,2023,,,
445,Decision To Leave,19/05/2024,6,2022,,,
446,Furiosa,24/05/2024,8,2024,,,
447,Society Of The Snow,03/06/2024,8,2023,,,
448,The Dressmaker,08/06/2024,7,2015,,,
449,One Day,13/06/2024,7,2011,,,
450,"Confess, Fletch",16/06/2024,6,2024,,,
451,The Fundamentals Of Caring,21/06/2024,8,2016,,,
452,Godzilla Minus One,23/06/2024,5,2023,,,
453,Parasite,25/06/2024,8,2019,,,
454,Hitman,29/06/2024,8,2023,,,
455,Nyad,05/07/2024,9,2023,,,
456,The Road,06/07/2024,8,2009,,,
457,Misery,14/07/2024,7,1990,,,
458,There Will Be Blood,20/07/2024,7,2008,,,
459,Rebel Moon Part 1,27/07/2024,7,2023,,,
460,Back To Black,04/08/2024,8,2024,,,
461,Begin Again,11/08/2024,7,2013,,,
462,Rebel Moon Part 2,11/08/2024,6,2024,,,
463,Force Of Nature: The Dry 2,16/08/2024,6,2024,,,
464,The Fall Guy,18/08/2024,7,2024,,,
465,Bleed For This,24/08/2024,7,2016,,,
466,The Giver,07/09/2024,8,2014,,,
467,Your Name,12/09/2024,7,2017,,,
468,H8teful Eight,14/09/2024,8,2018,,,
469,His Three Daughters,21/09/2024,7,2024,,,
470,The Ministry Of Ungentlemanly Warfare,27/09/2024,7,2024,,,
471,Carrie,04/10/2024,7,1976,,,
472,The Platform 2,05/10/2024,5,2024,,,
473,Lantana,12/10/2024,7,2001,,,
474,Unforgiven,15/10/2024,8,1992,,,
